"NAME","County","STNAME",2014,2010,2000,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,1890,1880,1870,1860,1850,1840
"McMechen","Marshall County","West Virginia",1866,1926,1937,2130,2402,2808,2999,3518,3726,3710,3356,2921,1465,427,0,0,0,0,0
"Madison","Boone County","West Virginia",2968,3076,2677,3051,3228,2342,2215,2025,1205,1156,604,295,0,0,0,0,0,0,0
"Man","Logan County","West Virginia",718,759,770,914,1333,1201,1486,1632,1342,835,0,0,0,0,0,0,0,0,0
"Mannington","Marion County","West Virginia",2072,2063,2124,2184,3036,2747,2996,3241,3145,3261,3673,2672,1681,908,0,411,241,0,0
"Marlinton","Pocahontas County","West Virginia",1043,1054,1204,1148,1352,1286,1586,1645,1644,1586,1177,1045,171,0,0,0,0,0,0
"Marmet","Kanawha County","West Virginia",1469,1503,1693,1879,2196,2339,2500,2515,1814,1200,0,0,0,0,0,0,0,0,0
"Martinsburg","Berkeley County","West Virginia",17743,17227,14972,14073,13063,14626,15179,15621,15063,14857,12515,10698,7564,7226,6335,4863,3364,2190,0
"Mason","Mason County","West Virginia",946,968,1064,1053,1432,1319,1005,924,795,691,992,784,904,1029,1186,1182,,,0
"Masontown","Preston County","West Virginia",547,546,647,737,1052,868,841,941,869,924,831,520,0,0,0,0,0,0,0
"Matewan","Mingo County","West Virginia",476,499,498,619,822,651,896,989,905,932,851,588,0,0,0,0,0,0,0
"Matoaka","Mercer County","West Virginia",222,227,317,366,613,608,613,1003,926,929,647,0,0,0,0,0,0,0,0
"Meadow Bridge","Fayette County","West Virginia",365,379,321,325,530,429,426,597,477,476,0,0,0,0,0,0,0,0,0
"Middlebourne","Tyler County","West Virginia",803,815,870,922,941,814,711,741,733,769,929,540,403,0,241,182,247,0,0
"Mill Creek","Randolph County","West Virginia",715,724,662,685,801,800,817,800,732,723,762,740,0,0,0,0,0,0,0
"Milton","Cabell County","West Virginia",2631,2423,2206,2242,2178,1597,1714,1552,1641,1305,1023,837,582,548,377,0,0,0,0
"Mitchell Heights","Logan County","West Virginia",312,323,301,265,342,524,290,185,0,0,0,0,0,0,0,0,0,0,0
"Monongah","Marion County","West Virginia",1070,1044,939,1018,1132,1194,1321,1622,1790,1909,2031,2084,1786,0,0,0,0,0,0
"Montgomery","Fayette County","West Virginia",1607,1638,1942,2449,3104,2525,3000,3484,3231,2906,2130,1886,1594,0,0,0,0,0,0
"Montrose","Randolph County","West Virginia",158,156,156,140,129,115,114,79,122,114,129,112,0,0,0,0,0,0,0
"Moorefield","Hardy County","West Virginia",2505,2544,2375,2148,2257,2124,1434,1405,1291,734,630,646,460,495,554,0,0,0,0
"Morgantown","Monongalia County","West Virginia",31073,29660,26809,25879,27605,29431,22487,25525,16655,16186,12127,9150,1895,1011,745,797,741,0,0
"Moundsville","Marshall County","West Virginia",8891,9318,9998,10753,12419,13560,15163,14772,14168,14411,10669,8918,5362,2688,1774,1500,515,445,0
"Mount Hope","Fayette County","West Virginia",1370,1414,1487,1573,1849,1829,2000,2588,2431,2361,1989,494,351,0,0,0,0,0,0
"Mullens","Wyoming County","West Virginia",1494,1559,1769,2006,2919,2967,3544,3470,3026,2356,1425,0,0,0,0,0,0,0,0
"Newburg","Preston County","West Virginia",322,329,360,378,418,457,494,657,696,745,890,823,751,778,802,0,0,0,0
"New Cumberland","Hancock County","West Virginia",1076,1103,1099,1363,1752,1865,2076,2119,2098,2300,1816,1807,2198,2305,1218,0,0,0,0
"New Haven","Mason County","West Virginia",1536,1560,1559,1632,1723,1538,1314,969,606,0,0,0,0,0,0,0,0,0,0
"New Martinsville","Wetzel County","West Virginia",5254,5366,5984,6705,7109,6528,5607,4084,3491,2814,2341,2176,1089,692,778,260,0,228,0
"Nitro","Kanawha/Putnam County","West Virginia",6837,7178,6824,6851,8074,8019,6894,3314,2983,0,0,0,0,0,0,0,0,0,0
"Northfork","McDowell County","West Virginia",394,429,519,656,1105,737,798,994,387,494,421,425,0,0,0,0,0,0,0
"North Hills","Wood County","West Virginia",827,832,880,849,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nutter Fort","Harrison County","West Virginia",1572,1593,1686,1819,2078,2379,2440,2285,1803,1825,0,0,0,0,0,0,0,0,0
"Oak Hill","Fayette County","West Virginia",8175,7730,7589,6812,7120,4738,4711,4518,3213,2076,1037,764,0,0,0,0,0,0,0
"Oakvale","Mercer County","West Virginia",118,121,142,165,208,292,267,239,273,261,281,278,0,0,0,0,0,0,0
"Oceana","Wyoming County","West Virginia",1326,1394,1550,1791,2143,1580,1303,1373,0,0,0,0,0,0,107,0,0,0,0
"Paden City","Tyler/Wetzel County","West Virginia",2540,2633,2860,2862,3671,3674,3137,2588,2215,2281,1705,0,0,0,0,0,0,0,0
"Parkersburg","Wood County","West Virginia",30981,31492,33099,33862,39946,44208,44797,29684,30103,29623,20050,17842,11703,8408,6582,5546,2493,1218,0
"Parsons","Tucker County","West Virginia",1427,1485,1463,1453,1937,1784,1798,2009,2077,2012,2001,1780,618,0,0,0,0,0,0
"Paw Paw","Morgan County","West Virginia",494,508,524,538,644,706,789,820,990,781,698,725,693,772,0,0,0,0,0
"Pax","Fayette County","West Virginia",164,167,174,167,274,288,408,561,631,608,0,0,0,0,0,0,0,0,0
"Pennsboro","Ritchie County","West Virginia",1085,1171,1199,1282,1652,1614,1660,1753,1738,1616,1654,930,738,570,330,0,0,0,0
"Petersburg","Grant County","West Virginia",2451,2467,2423,2360,2084,2177,2079,1898,1751,1410,834,0,0,0,268,0,0,0,0
"Peterstown","Monroe County","West Virginia",650,653,499,550,648,563,616,571,467,388,293,257,167,0,228,0,0,0,0
"Philippi","Barbour County","West Virginia",3233,2966,2870,3132,3194,3002,2228,2531,1955,1767,1543,1038,665,378,0,0,0,0,0
"Piedmont","Mineral County","West Virginia",844,876,1014,1094,1491,1763,2307,2565,2677,2241,2835,2054,2115,0,0,1366,0,0,0
"Pine Grove","Wetzel County","West Virginia",525,552,571,701,767,630,760,877,841,820,797,474,0,0,0,0,0,0,0
"Pineville","Wyoming County","West Virginia",639,668,715,865,1140,1187,1137,1082,769,462,304,334,0,0,0,0,0,0,0
"Pleasant Valley","Marion County","West Virginia",3185,3149,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Poca","Putnam County","West Virginia",990,974,1013,1124,1142,772,607,0,0,0,0,0,0,284,145,0,0,0,0
"Point Pleasant","Mason County","West Virginia",4284,4350,4637,4996,5682,6122,5785,4596,3538,3301,3059,2045,1934,1853,1036,773,,,0
"Pratt","Kanawha County","West Virginia",590,602,551,640,821,671,602,457,417,325,315,306,0,0,0,0,0,0,0
"Princeton","Mercer County","West Virginia",6359,6432,6347,7043,7538,7253,8393,8279,7426,6955,6224,3027,0,320,0,0,0,0,0
"Pullman","Ritchie County","West Virginia",148,154,169,109,196,157,162,210,204,184,249,230,0,0,0,0,0,0,0
"Quinwood","Greenbrier County","West Virginia",288,290,435,559,460,370,506,838,0,0,0,0,0,0,0,0,0,0,0
"Rainelle","Greenbrier County","West Virginia",1477,1505,1545,1681,1983,1826,649,853,985,920,566,0,0,0,0,0,0,0,0
"Ranson","Jefferson County","West Virginia",4830,4440,2951,2890,2471,2189,1974,1436,1171,1002,699,0,0,0,0,0,0,0,0
"Ravenswood","Jackson County","West Virginia",3834,3876,4031,4189,4126,4240,3410,1175,1061,1189,1284,1081,1074,817,681,362,0,0,0
"Reedsville","Preston County","West Virginia",600,593,517,482,564,379,398,321,324,345,254,208,0,0,0,0,0,0,0
"Reedy","Roane County","West Virginia",177,182,198,271,338,351,352,352,329,405,373,313,300,0,0,0,0,0,0
"Rhodell","Raleigh County","West Virginia",172,173,234,221,472,500,626,829,995,0,0,0,0,0,0,0,0,0,0
"Richwood","Nicholas County","West Virginia",2001,2051,2477,2808,3568,3717,4110,5321,5051,5720,4331,3061,0,0,0,0,0,0,0
"Ridgeley","Mineral County","West Virginia",649,675,762,779,994,1112,1229,1754,1907,1972,1709,0,0,0,0,0,0,0,0
"Ripley","Jackson County","West Virginia",3242,3252,3263,3023,3464,3244,2756,1813,759,669,580,591,579,417,425,226,0,0,0
"Rivesville","Marion County","West Virginia",943,934,913,1064,1327,1108,1191,1343,1552,1700,1061,190,164,165,136,63,54,0,0
"Romney","Hampshire County","West Virginia",1788,1848,1940,1966,2094,2364,2203,2059,2013,1441,1028,1112,580,451,371,482,569,0,0
"Ronceverte","Greenbrier County","West Virginia",1753,1765,1557,1754,2312,1981,1882,2301,2265,2254,2319,2157,968,481,395,0,0,0,0
"Rowlesburg","Preston County","West Virginia",581,584,613,648,966,829,970,1299,1452,1573,1225,936,652,560,402,0,0,0,0
"Rupert","Greenbrier County","West Virginia",932,942,940,1104,1276,1027,921,952,0,0,0,0,0,0,0,0,0,0,0
"St. Albans","Kanawha County","West Virginia",10835,11044,11567,11194,12402,14356,15103,9870,3558,3254,2825,1209,816,0,0,0,0,0,0
"St. Marys","Pleasants County","West Virginia",1860,1860,2017,2148,2219,2348,2443,2196,2201,2182,1648,1358,825,520,350,0,0,0,0
"Salem","Harrison County","West Virginia",1557,1586,2006,2063,2706,2597,2366,2578,2571,2943,2920,2169,746,310,248,0,0,0,0
"Sand Fork","Gilmer County","West Virginia",156,159,176,196,280,252,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shepherdstown","Jefferson County","West Virginia",2095,1734,803,1287,1791,1688,1328,1173,945,888,1063,1070,1184,1515,1532,1389,1219,1561,0
"Shinnston","Harrison County","West Virginia",2178,2201,2295,2543,3059,2576,2724,2793,2817,2802,1679,1224,535,403,289,0,0,0,0
"Sistersville","Tyler County","West Virginia",1375,1396,1588,1797,2367,2246,2331,2313,2702,3072,3238,2684,2979,469,386,304,351,0,0
"Smithers","Fayette/Kanawha County","West Virginia",793,813,904,1162,1482,2020,1696,2208,2232,0,0,0,0,0,0,0,0,0,0
"Smithfield","Wetzel County","West Virginia",161,145,177,205,278,294,361,390,455,609,774,765,0,0,0,0,0,0,0
"Sophia","Raleigh County","West Virginia",1331,1344,1301,1182,1216,1303,1284,1430,1160,611,240,0,0,0,0,0,0,0,0
"South Charleston","Kanawha County","West Virginia",13214,13450,13390,13645,15968,16333,19180,16686,10377,5904,3650,0,0,0,0,0,0,0,0
"Spencer","Roane County","West Virginia",2234,2322,2352,2279,2799,2271,2660,2587,2497,2493,1765,1224,737,431,226,143,196,0,0
"Star","Monongalia County","West Virginia",1917,1825,1366,1251,1464,1312,1236,1205,1175,1121,823,318,0,0,0,0,0,0,0
"Stonewood","Harrison County","West Virginia",1772,1806,1815,1996,2058,1950,2202,2066,0,0,0,0,0,0,0,0,0,0,0
"Summersville","Nicholas County","West Virginia",3513,3572,3294,2906,2972,2429,2008,1628,643,536,279,204,223,0,165,0,0,0,0
"Sutton","Braxton County","West Virginia",988,994,1011,939,1192,1031,967,1070,1083,1205,947,1121,864,276,279,0,0,0,0
"Sylvester","Boone County","West Virginia",154,160,195,191,256,245,316,0,0,0,0,0,0,0,0,0,0,0,0
"Terra Alta","Preston County","West Virginia",1490,1477,1456,1713,1946,1474,1504,1649,1471,1474,1261,1126,616,443,0,0,0,0,0
"Thomas","Tucker County","West Virginia",564,586,452,573,747,713,830,1146,1449,1660,2099,2354,2126,269,0,0,0,0,0
"Thurmond","Fayette County","West Virginia",5,5,7,39,67,86,189,219,339,462,285,315,0,0,0,0,0,0,0
"Triadelphia","Ohio County","West Virginia",780,811,817,835,1461,547,600,741,359,302,299,261,287,515,313,239,258,242,0
"Tunnelton","Preston County","West Virginia",298,294,336,331,510,369,359,544,552,595,703,792,479,0,0,0,0,0,0
"Union","Monroe County","West Virginia",563,565,548,566,743,566,411,300,346,331,439,298,256,348,372,419,290,377,0
"Valley Grove","Ohio County","West Virginia",371,378,405,569,597,509,548,0,0,0,0,0,0,0,0,0,0,0,0
"Vienna","Wood County","West Virginia",10562,10749,10861,10862,11618,11549,9381,6020,2338,0,0,0,0,0,0,0,0,0,0
"War","McDowell County","West Virginia",793,862,788,1081,2158,2004,3006,3992,1277,1392,0,0,0,0,0,0,0,0,0
"Wardensville","Hardy County","West Virginia",276,271,246,140,241,288,289,171,195,189,745,123,152,106,123,0,0,0,0
"Wayne","Wayne County","West Virginia",1385,1413,1105,1128,1495,1385,1274,1257,801,675,446,384,407,361,157,0,0,0,0
"Weirton","Brooke/Hancock County","West Virginia",19362,19746,20411,22124,25371,27131,28201,24005,0,0,0,0,0,0,0,0,0,0,0
"Welch","McDowell County","West Virginia",2154,2406,2683,3028,3885,4149,5313,6603,6264,5376,3232,1526,442,0,0,0,0,0,0
"Wellsburg","Brooke County","West Virginia",2725,2805,2891,3385,3963,4600,5514,5787,6255,6398,4918,4189,2588,2235,1815,1366,0,0,0
"West Hamlin","Lincoln County","West Virginia",768,774,696,423,643,715,788,793,0,0,0,0,0,0,0,0,0,0,0
"West Liberty","Ohio County","West Virginia",1634,1542,1220,1434,744,0,0,0,0,0,0,0,0,0,269,251,280,219,0
"West Logan","Logan County","West Virginia",406,424,418,524,630,685,855,0,0,0,0,0,0,0,0,0,0,0,0
"West Milford","Harrison County","West Virginia",618,630,651,519,510,356,367,401,389,349,0,212,187,210,0,0,0,0,0
"Weston","Lewis County","West Virginia",4079,4110,4317,4994,6250,7323,8754,8945,8268,8646,5701,2213,2560,2143,1516,1111,820,0,0
"Westover","Monongalia County","West Virginia",4173,3983,3941,4201,4884,5086,4749,4318,1752,1633,721,0,0,0,0,0,0,0,0
"West Union","Doddridge County","West Virginia",832,825,806,830,1090,1141,1186,1341,1020,984,1270,779,623,312,356,0,0,0,0
"Wheeling","Ohio County","West Virginia",27790,28486,31419,34882,43070,48188,53400,58891,61099,61659,56208,41641,38878,34522,30737,19280,14083,11435,7885
"White Hall","Marion County","West Virginia",660,648,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"White Sulphur Springs","Greenbrier County","West Virginia",2441,2444,595,2779,3371,2869,2676,2643,2093,1484,837,338,0,0,0,0,0,0,0
"Whitesville","Boone County","West Virginia",483,514,520,486,689,781,774,1017,942,0,0,0,0,0,0,0,0,0,0
"Williamson","Mingo County","West Virginia",3051,3191,3414,4154,5219,5831,6746,8624,8366,9410,6819,3561,0,0,0,0,0,0,0
"Williamstown","Wood County","West Virginia",2936,2908,2996,2774,3095,2743,2632,2001,1687,1657,1793,1139,0,376,198,282,209,0,0
"Windsor Heights","Brooke County","West Virginia",407,423,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Winfield","Putnam County","West Virginia",2333,2301,1858,1164,329,328,318,346,318,294,253,291,338,302,305,0,0,0,0
"Womelsdorf","Randolph County","West Virginia",246,250,247,277,306,234,354,407,417,373,833,665,0,0,0,0,0,0,0
"Worthington","Marion County","West Virginia",160,158,170,233,329,288,361,544,507,405,381,292,0,0,87,127,120,0,0
